54	62	70	0.0
1	46	56	0.0
37	49	54	0.0
16	57	63	0.0
35	40	47	0.0
5	37	49	0.0
47	69	76	0.08333333333333333
23	28	54	0.08333333333333333
54	58	59	0.08333333333333333
28	40	47	0.08333333333333333
4	29	32	0.08333333333333333
23	54	60	0.08333333333333333
40	49	54	0.08333333333333333
32	49	59	0.08333333333333333
22	34	55	0.08333333333333333
22	33	56	0.08333333333333333
31	34	43	0.08333333333333333
9	47	76	0.08333333333333333
9	72	76	0.08333333333333333
18	40	47	0.08333333333333333
27	52	54	0.08333333333333333
14	15	21	0.08333333333333333
9	37	46	0.08333333333333333
20	37	54	0.08333333333333333
2	32	43	0.08333333333333333
30	35	76	0.08333333333333333
20	35	40	0.08333333333333333
4	40	60	0.08333333333333333
32	49	75	0.08333333333333333
19	37	40	0.08333333333333333
54	60	71	0.08333333333333333
35	49	70	0.08333333333333333
